iter	RMSE	MAE	R2	MAPE
99	85.90832275	32.6836227	0.09266965112	1.720837659
100	85.89411019	32.68057409	0.09296984132	1.720075882
101	85.8837349	32.6766998	0.09318895143	1.719841869
102	85.8796611	32.67383196	0.09327497668	1.718769451
103	85.8723841	32.66976808	0.09342863252	1.718462882
104	85.86436643	32.66784773	0.0935979128	1.717725616
105	85.85843218	32.66551429	0.09372319488	1.716630858
106	85.85184676	32.66089301	0.09386221389	1.715917304
107	85.84306722	32.65929713	0.09404753486	1.715533845
108	85.83822216	32.65493588	0.09414979751	1.714428955
109	85.83202236	32.6526041	0.09428064559	1.713847026
110	85.82522658	32.64900343	0.0944240612	1.713060862
111	85.8198986	32.6431167	0.0945364929	1.711663283
112	85.8122958	32.63879736	0.09469691628	1.71130577
113	85.80432672	32.63620941	0.0948650529	1.710769373
114	85.78901079	32.63344305	0.09518815429	1.711148702
115	85.78137262	32.62913786	0.09534926583	1.710902756
116	85.77408459	32.62629387	0.09550297837	1.710529395
117	85.76321237	32.62407665	0.09573226144	1.710410068
118	85.76035068	32.62320327	0.09579260643	1.709106691
119	85.75383467	32.62075327	0.09593000328	1.708593483
120	85.74121919	32.6194137	0.096195984	1.708823323
121	85.73167924	32.61585303	0.09639709541	1.708755085
122	85.72771981	32.61431974	0.09648055732	1.708875457
123	85.71695254	32.61059528	0.09670750443	1.70883762
124	85.71067446	32.60549197	0.09683981748	1.707843692
125	85.70212999	32.60211942	0.09701987997	1.706865963
126	85.6826761	32.60005432	0.09742977609	1.706679514
127	85.667119	32.59823838	0.09775749918	1.706220085
128	85.6574469	32.59607634	0.09796122007	1.7059726
129	85.64893476	32.59412606	0.09814048997	1.705274645
130	85.64171979	32.5904154	0.09829242683	1.704857659
131	85.63573375	32.58783251	0.09841847438	1.704799866
132	85.62706878	32.58601949	0.0986009165	1.704649355
133	85.62154732	32.5841464	0.098717162	1.704292503
134	85.6099609	32.58106326	0.09896107111	1.703934018
135	85.60083242	32.57968695	0.09915321402	1.703539706
136	85.58953351	32.57817227	0.09939101347	1.704025048
137	85.57632978	32.57630388	0.0996688625	1.703882252
138	85.56700109	32.57157083	0.09986514228	1.703725421
139	85.5580297	32.56743356	0.1000538842	1.702969064
140	85.55460243	32.56390861	0.1001259825	1.702360411
141	85.54423107	32.56226855	0.1003441437	1.701858206
142	85.53925643	32.56109336	0.1004487758	1.701556461
143	85.5324081	32.55837679	0.1005928074	1.700994758
144	85.52392827	32.55636856	0.100771136	1.700123997
145	85.51846454	32.55465207	0.1008860275	1.699880713
146	85.5136259	32.5514281	0.1009877685	1.699961828
147	85.50590106	32.54872176	0.1011501851	1.699364818
148	85.49490854	32.54687614	0.10138128	1.699875501
149	85.4892116	32.54319439	0.1015010347	1.699502912
150	85.48734552	32.54157312	0.1015402595	1.698595204
151	85.48043931	32.53877584	0.1016854202	1.69878408
152	85.47575975	32.53719022	0.1017837725	1.698122682
153	85.47256245	32.53615903	0.1018509686	1.698246335
154	85.46620516	32.53299759	0.1019845689	1.69721349
155	85.45805484	32.53117612	0.1021558358	1.697006759
156	85.4518755	32.52773105	0.1022856745	1.696340831
157	85.44054612	32.52635824	0.1025237003	1.696164333
158	85.43503288	32.52527076	0.1026395196	1.695831476
159	85.4313768	32.5240044	0.1027163208	1.695725709
160	85.42777092	32.52237921	0.1027920641	1.695363983
161	85.42060539	32.52094793	0.1029425703	1.695596435
162	85.41276457	32.51486454	0.1031072458	1.694068973
163	85.40604875	32.51216576	0.1032482817	1.693732721
164	85.39160685	32.50965736	0.1035515319	1.693783162
165	85.38199877	32.50792731	0.1037532536	1.693356954
166	85.37328684	32.5064279	0.1039361408	1.693140376
167	85.3610725	32.50314193	0.1041925218	1.692473193
168	85.35394527	32.50123076	0.1043421066	1.692900096
169	85.34920835	32.49753605	0.1044415173	1.692064141
170	85.34255063	32.4962368	0.104581229	1.691981268
171	85.33872531	32.49509317	0.1046614982	1.691575138
172	85.33119731	32.49379487	0.1048194526	1.691419653
173	85.30843375	32.49136488	0.1052969983	1.691267195
174	85.29711591	32.48927503	0.1055343825	1.69075702
175	85.2883595	32.48819576	0.1057180207	1.690459268
176	85.28245031	32.486665	0.1058419368	1.690197931
177	85.27407181	32.48170358	0.1060176197	1.68957595
178	85.26029894	32.48033952	0.1063063759	1.690017195
179	85.25572608	32.47742128	0.1064022383	1.689493449
180	85.2495097	32.475788	0.106532546	1.689358902
181	85.24375471	32.47344199	0.1066531736	1.688651894
182	85.24026755	32.47189392	0.1067262623	1.688277278
183	85.23642073	32.47075707	0.1068068859	1.687995946
184	85.23035702	32.46952471	0.1069339647	1.687626877
185	85.21881136	32.46715418	0.1071759051	1.687621576
186	85.21392269	32.46219457	0.1072783379	1.687734245
187	85.21098311	32.46040054	0.1073399283	1.687559581
188	85.20704872	32.45703652	0.1074223588	1.686845173
189	85.19326494	32.45502637	0.1077111166	1.686789153
190	85.17991438	32.45382188	0.1079907542	1.686993516
191	85.17230556	32.45202736	0.1081501072	1.68656072
192	85.16459737	32.44884966	0.1083115268	1.686270118
193	85.15011266	32.44630228	0.1086148159	1.685918241
194	85.13989328	32.44371465	0.1088287642	1.685263902
195	85.13594079	32.44105989	0.1089115049	1.684646318
196	85.12972738	32.43921264	0.1090415673	1.684559852
197	85.12544986	32.43731021	0.1091311012	1.68461781
198	85.11393318	32.43301804	0.1093721374	1.683805546
199	85.10531763	32.43047602	0.1095524335	1.683319895
200	85.10240587	32.42870257	0.1096133634	1.682933254
201	85.09551503	32.42550148	0.1097575488	1.682438775
202	85.09116206	32.42430489	0.1098486252	1.682858754
203	85.08152948	32.42204365	0.1100501495	1.682718124
204	85.07791951	32.42053303	0.1101256682	1.682730381
205	85.06789454	32.41745604	0.1103353688	1.682366075
206	85.06393969	32.41327005	0.1104180888	1.681295683
207	85.05623603	32.40967724	0.1105792082	1.681054207
208	85.04947929	32.40618658	0.1107205111	1.680550001
209	85.04647337	32.40542418	0.11078337	1.680358771
210	85.04006254	32.40353029	0.1109174237	1.679895617
211	85.0333775	32.40183922	0.1110572006	1.68015425
212	85.02766339	32.39932612	0.1111766678	1.679691583
213	85.02074034	32.39757649	0.1113214	1.679443213
214	85.01009807	32.39592269	0.1115438624	1.679551998
215	85.0019095	32.38910834	0.1117150147	1.678825655
216	84.99232262	32.38759856	0.1119153726	1.678728223
217	84.98887737	32.38539576	0.1119873699	1.678399125
218	84.98627967	32.38163534	0.1120416537	1.678548351
219	84.98094033	32.38050635	0.1121532237	1.67860346
220	84.97021018	32.37836658	0.1123774181	1.678096568
221	84.94072811	32.37629986	0.1129932673	1.677533902
222	84.93776502	32.37430029	0.1130551512	1.677108122
223	84.93158843	32.37251458	0.113184142	1.676957736
224	84.92284451	32.37100271	0.1133667324	1.676704836
225	84.91637287	32.36897701	0.1135018611	1.676466497
226	84.91026205	32.36709947	0.1136294463	1.676313219
227	84.90612461	32.36616233	0.1137158248	1.676314412
228	84.9020146	32.36418475	0.1138016266	1.676149757
229	84.89815958	32.3627005	0.1138821013	1.676118324
230	84.89453819	32.36133151	0.1139576958	1.676032672
231	84.88863534	32.3591529	0.1140809073	1.675922682
232	84.88340702	32.35861009	0.1141900321	1.675579419
233	84.86423122	32.35666462	0.1145902091	1.675361693
234	84.86069384	32.35468211	0.1146640204	1.675155778
235	84.8505971	32.3528794	0.1148746825	1.674949331
236	84.84597227	32.35213631	0.1149711684	1.67485044
237	84.83256549	32.35084206	0.1152508388	1.674634454
238	84.82905575	32.34957109	0.115324046	1.674637277
239	84.82634283	32.34829676	0.1153806308	1.6740771
240	84.82291221	32.34716418	0.1154521823	1.674403215
241	84.81503145	32.34593148	0.1156165385	1.674328222
242	84.81079242	32.34387279	0.1157049388	1.673971575
243	84.80594056	32.34166064	0.1158061134	1.673522364
244	84.797017	32.34027723	0.1159921792	1.673482775
245	84.79340037	32.3386733	0.1160675843	1.673022047
246	84.78480562	32.33674817	0.1162467678	1.67272392
247	84.78024391	32.33481697	0.1163418632	1.672168584
248	84.7715932	32.33222198	0.1165221854	1.671863227
249	84.75993092	32.33028614	0.116765254	1.671449934
250	84.75378625	32.32925527	0.1168933094	1.671036497
251	84.74234121	32.32736726	0.1171318006	1.671113886
252	84.73789826	32.32629513	0.1172243739	1.671015015
253	84.73377321	32.32454719	0.1173103189	1.670521724
254	84.73050422	32.32110987	0.1173784252	1.670264234
255	84.72642441	32.31938331	0.1174634203	1.669956228
256	84.72435957	32.31781171	0.1175064358	1.66986328
257	84.72050343	32.31528764	0.1175867654	1.669928923
258	84.71557192	32.31428055	0.1176894916	1.669577247
259	84.709993	32.31284555	0.1178056965	1.669504355
260	84.70299063	32.31128445	0.1179515398	1.669179097
261	84.69748472	32.30798357	0.1180662068	1.668531763
262	84.69509644	32.30737229	0.1181159433	1.668440074
263	84.69186703	32.30578314	0.1181831941	1.668295337
264	84.68918915	32.30490435	0.1182389578	1.667921179
265	84.6859872	32.30296588	0.1183056321	1.667639987
266	84.68306898	32.30146931	0.1183663964	1.667910861
267	84.67983467	32.30015814	0.1184337397	1.667844088
268	84.67145355	32.29893612	0.1186082357	1.667710001
269	84.65907542	32.29560563	0.1188659183	1.667631818
270	84.65331662	32.29323401	0.1189857898	1.667330291
271	84.64935283	32.2926792	0.1190682928	1.667303424
272	84.63417058	32.29117848	0.1193842628	1.667038666
273	84.63286382	32.29048176	0.1194114561	1.66682766
274	84.62888311	32.28963063	0.1194942913	1.666816888
275	84.61895698	32.28669428	0.1197008283	1.66673369
276	84.61440595	32.28440439	0.1197955154	1.666465694
277	84.61116301	32.28399851	0.1198629836	1.666430322
278	84.60876286	32.28273927	0.1199129162	1.666388759
279	84.59366749	32.28181717	0.1202269275	1.666250611
280	84.58923756	32.27962847	0.1203190677	1.665972065
281	84.58608378	32.27932002	0.1203846616	1.665833218
282	84.58479135	32.27865786	0.1204115415	1.665357292
283	84.57165434	32.27730176	0.1206847409	1.664993787
284	84.56145864	32.27477591	0.1208967434	1.664724862
285	84.55610552	32.27254828	0.1210080421	1.6648833
286	84.55459443	32.27179768	0.1210394586	1.664807953
287	84.55152263	32.27131719	0.1211033212	1.664718035
288	84.5487185	32.27005387	0.1211616171	1.664590573
289	84.53130573	32.26858918	0.1215235725	1.664396753
290	84.52676737	32.26729856	0.1216178982	1.664072908
291	84.52270783	32.26614044	0.1217022678	1.663769259
292	84.5199167	32.26544874	0.1217602736	1.6637022
293	84.51580959	32.26381933	0.1218456247	1.663407157
294	84.51002807	32.26192772	0.1219657654	1.663028429
295	84.50457028	32.26108151	0.1220791714	1.663213406
296	84.49948819	32.2587019	0.1221847642	1.662896226
297	84.49528346	32.25732055	0.122272123	1.663098434
298	84.49201567	32.25589121	0.1223400126	1.662859973
299	84.49071414	32.25551835	0.1223670517	1.662789294
300	84.47942318	32.25366073	0.1226016018	1.662699021
301	84.47318075	32.24776497	0.122731264	1.661570012
302	84.47066353	32.24648455	0.1227835468	1.661359372
303	84.46596151	32.24518291	0.1228812038	1.661269468
304	84.46294515	32.24422311	0.1229438482	1.661156232
305	84.45114959	32.24306594	0.1231887993	1.661153616
306	84.44006987	32.2405395	0.1234188538	1.661104889
307	84.43411764	32.23854185	0.1235424308	1.660868977
308	84.4238984	32.2366923	0.123754577	1.660688496
309	84.42103245	32.23587746	0.1238140681	1.660479484
310	84.41844564	32.23418308	0.123867763	1.660304706
311	84.4115071	32.23161449	0.1240117797	1.660165024
312	84.40799108	32.23046156	0.1240847537	1.660076538
313	84.40295247	32.22787954	0.1241893236	1.660195253
314	84.39734698	32.22556228	0.1243056509	1.6598857
315	84.38265964	32.22345886	0.1246104118	1.659683772
316	84.37953496	32.22298793	0.1246752418	1.659509243
317	84.37142533	32.22170508	0.1248434868	1.65916141
318	84.36682301	32.22015735	0.1249389608	1.659034721
319	84.3637796	32.2179965	0.1250020926	1.658866816
320	84.35384127	32.21535203	0.1252082358	1.658630581
321	84.35018319	32.21409642	0.1252841065	1.658697404
322	84.34744531	32.2130201	0.1253408895	1.658443488
323	84.33968387	32.21189766	0.12550185	1.65841243
324	84.32882871	32.20991596	0.1257269447	1.658076322
325	84.3248103	32.20880928	0.1258102637	1.657789569
326	84.3214539	32.20766431	0.1258798535	1.657362952
327	84.31944394	32.20674534	0.1259215256	1.657259355
328	84.31427051	32.20548719	0.1260287806	1.65728355
329	84.31083276	32.20423872	0.1261000481	1.657224032
330	84.30853098	32.20258102	0.1261477643	1.656954942
331	84.29965747	32.20070745	0.1263317013	1.656900614
332	84.29668062	32.19999539	0.1263934035	1.656730734
333	84.27676591	32.19898997	0.1268061259	1.656491626
334	84.27443209	32.19704464	0.1268544868	1.65627996
335	84.26821121	32.19557727	0.126983388	1.65624227
336	84.26478209	32.19442366	0.1270544377	1.656133465
337	84.26026424	32.19285864	0.1271480411	1.656077569
338	84.25865324	32.19210894	0.1271814174	1.655753375
339	84.25290889	32.19077664	0.1273004224	1.65558085
340	84.24977246	32.18923366	0.1273653961	1.65553465
341	84.24602019	32.18770112	0.1274431243	1.655074852
342	84.23975961	32.18594417	0.1275728041	1.655049236
343	84.23588913	32.18411596	0.1276529715	1.654746249
344	84.23102334	32.18297666	0.1277537487	1.654879873
345	84.22914258	32.18189522	0.1277927004	1.654872077
346	84.22447893	32.18058312	0.1278892836	1.654656787
347	84.22201541	32.17952037	0.1279403002	1.65475467
348	84.21611511	32.17706587	0.1280624829	1.654674989
349	84.21404526	32.17592276	0.1281053432	1.654523462
350	84.20628715	32.16841045	0.1282659801	1.653460381
351	84.2007932	32.16664592	0.128379727	1.653311099
352	84.19677724	32.16544768	0.128462869	1.653278788
353	84.19290581	32.16417048	0.1285430151	1.653104198
354	84.18968236	32.16222424	0.1286097437	1.652865819
355	84.18738473	32.1612257	0.1286573056	1.652704894
356	84.18299629	32.15995208	0.1287481442	1.65258111
357	84.16525592	32.158138	0.1291153133	1.652587058
358	84.15843046	32.15626996	0.1292565581	1.652367824
359	84.15264697	32.15476508	0.1293762314	1.652229599
360	84.14982863	32.15368539	0.1294345462	1.65201356
361	84.14442581	32.15230309	0.1295463316	1.651881211
362	84.13841739	32.15070619	0.1296706385	1.65164475
363	84.13494572	32.14988052	0.1297424591	1.651445491
364	84.13132287	32.14808194	0.1298174039	1.651267972
365	84.12496788	32.14537016	0.1299488601	1.65081091
366	84.11805087	32.1441514	0.1300919308	1.650695972
367	84.11640117	32.14342825	0.1301260513	1.650529674
368	84.10336426	32.14254124	0.1303956679	1.650404113
369	84.10147305	32.1417707	0.1304347765	1.65037563
370	84.09877427	32.14128528	0.1304905835	1.650326148
371	84.09352774	32.13570528	0.1305990695	1.649417952
372	84.09241047	32.13487891	0.1306221711	1.649182336
373	84.08056465	32.13327814	0.1308670866	1.648973002
374	84.07575994	32.13125891	0.1309664154	1.648892529
375	84.06533892	32.13033007	0.1311818321	1.648646829
376	84.06262439	32.12841834	0.1312379406	1.648476204
377	84.05959063	32.12743025	0.1313006454	1.648336021
378	84.05288294	32.12662597	0.1314392789	1.648275799
379	84.0410891	32.12477295	0.1316830051	1.648365734
380	84.03454091	32.123368	0.1318183124	1.64834083
381	84.02909835	32.12244932	0.1319307656	1.648273098
382	84.02542816	32.12095934	0.1320065943	1.647914723
383	84.02119042	32.12009326	0.1320941449	1.647842869
384	84.01904922	32.11947848	0.1321383798	1.647787821
385	84.0158	32.11865688	0.1322055032	1.647640641
386	84.01346437	32.11773279	0.1322537517	1.647618362
387	84.01037591	32.11622006	0.1323175498	1.647433032
388	84.00589385	32.11455623	0.1324101312	1.647031965
389	84.00369005	32.11295896	0.1324556512	1.646936132
390	83.999992	32.11079721	0.1325320324	1.646954546
391	83.99771984	32.11002224	0.1325789609	1.646966595
392	83.99435573	32.10852941	0.13264844	1.646629026
393	83.99129788	32.10753112	0.1327115915	1.646680114
394	83.98691031	32.10638159	0.1328022005	1.646586566
395	83.98042918	32.10483936	0.1329360359	1.646425651
396	83.978657	32.1042233	0.1329726294	1.646329386
397	83.9738058	32.10352971	0.1330727979	1.646252255
398	83.95924398	32.10276398	0.1333734379	1.646152484
399	83.95391041	32.10193716	0.1334835405	1.645991472
400	83.95255644	32.1011949	0.1335114899	1.645965374
401	83.94894862	32.09908678	0.1335859622	1.645844145
402	83.94221838	32.09786932	0.1337248783	1.645590289
403	83.93764058	32.0967659	0.1338193608	1.645664804
404	83.93336754	32.09564003	0.1339075483	1.645568641
405	83.93133292	32.09529774	0.1339495374	1.645412977
406	83.9260984	32.09397877	0.1340575597	1.645358595
407	83.92393017	32.09353288	0.1341023021	1.645367475
408	83.92153337	32.09272385	0.1341517602	1.645105254
409	83.91716432	32.09126876	0.1342419119	1.645014934
410	83.91350229	32.08933067	0.1343174712	1.644786024
411	83.90738238	32.08827185	0.1344437371	1.644446756
412	83.90365637	32.08710271	0.1345206076	1.644558557
413	83.89639246	32.08462329	0.1346704578	1.644194709
414	83.89167101	32.08332285	0.1347678516	1.644057599
415	83.88697321	32.08183042	0.1348647521	1.643955193
416	83.88129301	32.08120203	0.1349819093	1.643913683
417	83.87811657	32.08014267	0.1350474216	1.643723647
418	83.87431562	32.07851071	0.1351258106	1.643641361
419	83.87226551	32.07793359	0.1351680897	1.643582063
420	83.86696154	32.07595952	0.135277468	1.643391873
421	83.86454484	32.07512429	0.1353273027	1.643382401
422	83.86080205	32.07459213	0.1354044798	1.643343622
423	83.85664189	32.07345556	0.1354902594	1.643092762
424	83.85071605	32.07229015	0.1356124385	1.643043752
425	83.84707905	32.07119802	0.1356874219	1.642917228
426	83.83725408	32.06940287	0.1358899657	1.642874594
427	83.83506669	32.06855203	0.1359350559	1.642805483
428	83.83290304	32.06765083	0.1359796556	1.642901371
429	83.82773885	32.06714351	0.1360861013	1.642798829
430	83.8235181	32.06587773	0.1361730958	1.642796486
431	83.81917072	32.06480783	0.1362626955	1.642627067
432	83.81271241	32.06339915	0.1363957932	1.642278504
433	83.80944037	32.06190014	0.136463222	1.642234722
434	83.80650773	32.06096381	0.1365236542	1.642250593
435	83.80494655	32.06007941	0.1365558244	1.642237659
436	83.8027135	32.05909349	0.136601838	1.64195762
437	83.79965513	32.05786446	0.1366648561	1.642069876
438	83.79435531	32.05673468	0.1367740542	1.642108129
439	83.79295449	32.05626444	0.1368029155	1.641993936
440	83.78378565	32.05522622	0.1369918117	1.641853512
441	83.77542439	32.05412424	0.137164052	1.641893175
442	83.77344042	32.05352087	0.1372049191	1.641838249
443	83.76929954	32.05224081	0.1372902118	1.641787511
444	83.76389228	32.04997278	0.1374015831	1.641470549
445	83.76053021	32.04866209	0.1374708268	1.641173309
446	83.75213228	32.04674391	0.1376437745	1.641066188
447	83.74994962	32.04589248	0.1376887216	1.641002701
448	83.74351672	32.0446062	0.1378211862	1.640877913
449	83.73812713	32.04270395	0.1379321593	1.640802744
450	83.73420226	32.04016214	0.138012969	1.640421615
451	83.73028141	32.03901587	0.138093692	1.640260086
452	83.72697943	32.03862793	0.1381616708	1.64016931
453	83.72558711	32.03819356	0.1381903342	1.640162571
454	83.72454756	32.03748478	0.1382117347	1.6399471
455	83.72087985	32.03640311	0.1382872376	1.639861734
456	83.71848765	32.03539297	0.1383364812	1.639715936
457	83.71542433	32.03282609	0.1383995378	1.639283861
458	83.71466529	32.0323861	0.1384151618	1.639482047
459	83.71297933	32.03185854	0.1384498651	1.639198839
460	83.70999633	32.03090639	0.1385112644	1.639114064
461	83.70731109	32.03011457	0.1385665328	1.639078798
462	83.70465582	32.02837788	0.1386211829	1.638890182
463	83.70340304	32.027569	0.1386469667	1.638760707
464	83.69519711	32.02666833	0.1388158452	1.638695504
465	83.68902335	32.02516212	0.1389428907	1.63872642
466	83.67970887	32.02391931	0.1391345492	1.63859156
467	83.67488079	32.02266895	0.1392338851	1.63823705
468	83.66707201	32.02161215	0.139394536	1.637928457
469	83.66451131	32.02069893	0.1394472144	1.637868236
470	83.66181466	32.01759147	0.1395026876	1.637438926
471	83.65931244	32.01747564	0.1395541595	1.637418829
472	83.64365383	32.01605089	0.1398762308	1.637357744
473	83.64065057	32.01484262	0.1399379958	1.63712028
474	83.63783874	32.01443593	0.1399958219	1.637018816
475	83.63028136	32.01283034	0.1401512321	1.637155537
476	83.62712088	32.01210501	0.1402162201	1.637070725
477	83.62457509	32.01111057	0.1402685667	1.63706657
478	83.62091079	32.00969978	0.1403439093	1.636967062
479	83.61606065	32.00876838	0.1404436292	1.636948788
480	83.61363201	32.00795227	0.1404935601	1.636663748
481	83.60850742	32.00699162	0.1405989135	1.636587503
482	83.6063024	32.00676257	0.140644243	1.636446181
483	83.6030543	32.00446804	0.1407110136	1.63631449
484	83.59681748	32.00307679	0.1408392155	1.636286701
485	83.59504269	32.00215734	0.1408756957	1.636171693
486	83.59183592	32.00135435	0.1409416077	1.635993569
487	83.58900251	32.0005505	0.1409998437	1.635816776
488	83.58343592	31.99931337	0.1411142495	1.635739164
489	83.57596244	31.99820592	0.1412678347	1.63550101
490	83.57247811	31.99728888	0.1413394352	1.635324607
491	83.56659189	31.99569039	0.1414603862	1.635225486
492	83.56506809	31.9949883	0.1414916961	1.635403809
493	83.56087384	31.9945948	0.1415778734	1.635233387
494	83.55656275	31.99348918	0.1416664469	1.635170351
495	83.55180271	31.99184205	0.141764239	1.635046514
496	83.54857551	31.99103943	0.1418305366	1.634842764
497	83.5453617	31.99037916	0.1418965568	1.634747583
498	83.54474519	31.99007989	0.1419092211	1.634692965
499	83.54238241	31.98860176	0.1419577569	1.634471026
500	83.53194029	31.98778958	0.14217224	1.634481177
501	83.52827735	31.98693143	0.1422474712	1.634293644
502	83.52581345	31.98565021	0.1422980741	1.634080266
503	83.52193073	31.98470556	0.1423778133	1.634157769
504	83.51921158	31.98392724	0.142433654	1.634121773
505	83.51603845	31.98304892	0.1424988155	1.634046343
506	83.51471923	31.9821651	0.1425259055	1.633753954
507	83.5111435	31.98067539	0.1425993305	1.633675856
508	83.50972797	31.97980064	0.1426283964	1.633724306
509	83.50350412	31.97764186	0.1427561888	1.633529428
510	83.50193694	31.9765518	0.1427883657	1.633407044
511	83.49376903	31.97573754	0.1429560573	1.633387563
512	83.48971988	31.97505104	0.1430391825	1.633321475
513	83.48803125	31.97351883	0.1430738472	1.632986582
514	83.48522487	31.97229784	0.1431314558	1.632862298
515	83.48297751	31.97174863	0.1431775877	1.632750131
516	83.47880721	31.97074406	0.1432631889	1.632815886
517	83.47552221	31.96975207	0.1433306149	1.632748908
